,id,srm,hex
55407,RQbbRl,41.0,000000
55408,lzQcJh,,
55409,G6YxtQ,,
55410,4w2uep,,
55411,BMu4Nz,,
55412,omMyi6,27.0,701400
55413,wSxJzm,,
55414,xjgeQw,,
55415,Q5YCED,,
55416,cFATq0,,
55417,pS7vqv,,
55418,YddKaB,,
55419,wIvfEi,40.0,36080A
55420,nfbRyA,,
55421,QFb8ft,,
55422,ERybHg,,
55423,rAgPaK,41.0,000000
55424,q5TxEC,,
55425,M332kV,,
55426,eetzHk,,
55427,VLDD1g,,
55428,FjsT4h,28.0,6A0E00
55429,f31qMb,,
55430,Epn452,,
55431,W8X26B,40.0,36080A
55432,pD2sL6,,
55433,DOMbyH,,
55434,LY1meV,,
55435,AzDQgc,,
55436,7722Yr,,
55437,zs2b2N,,
55438,U9gO7s,41.0,000000
55439,MgEfeZ,,
55440,QKqDaT,,
55441,xDj6W8,,
55442,yiUmDF,,
55443,b2DaMg,,
55444,me8rCe,,
55445,XNZT3Y,,
55446,zOgwjY,,
55447,WPS5sO,,
55448,hwvSpz,,
55449,j2eHK3,,
55450,p9ucbB,,
55451,ouuhpo,,
55452,Rc0lP7,,
55453,1GAOw0,,
55454,KDFCLE,,
55455,MJWt9E,,
55456,jzo4zn,,
55457,MTzlHm,,
55458,FoPVhW,,
55459,lhEakZ,,
55460,wCj0oi,,
55461,Wj2uKQ,,
55462,9xkpv6,,
55463,OSPBsb,,
55464,gukpmi,,
55465,ZrSeoT,,
55466,79QyKP,,
55467,7e8q8u,,
55468,Ne2eYE,,
55469,iuIEMA,,
55470,wEth3D,,
55471,ruKE83,,
55472,9rc2Yw,,
55473,ROdt3h,,
55474,Xv2EIK,,
55475,EL1LCh,,
55476,nySwRp,,
55477,jXQ0CO,,
55478,TDjhBD,,
55479,fP0ItZ,,
55480,ZKWFhd,,
55481,a9K0PU,,
55482,Qq39qI,,
55483,odX8zV,,
55484,XhbUt4,,
55485,UQe1HJ,,
55486,tOYG0c,,
55487,ViH4A3,,
55488,QVpRqx,,
55489,H98Ewx,7.0,F39C00
55490,l6USzH,,
55491,ScHX8A,,
55492,SVKH3B,2.0,FFD878
55493,17KZDP,,
55494,m3i7ir,,
55495,XQGVPz,,
55496,v6XhGY,,
55497,9jzJZQ,,
55498,reKAU2,,
55499,Ty2ydT,,
55500,sdP7Ac,4.0,FFBF42
55501,1751zk,,
55502,NCdQwr,,
55503,Zf4df5,,
55504,EmvdFO,,
55505,iJY6as,4.0,FFBF42
55506,4O7eLx,,
55507,WVwqtH,,
55508,YEKw9T,,
55509,PBVMbm,,
55510,QqmTof,,
55511,yUOZtS,,
55512,tYKNY1,,
55513,TZAVtd,,
55514,OgwbZs,,
55515,Mx8RkA,,
55516,liuCXk,,
55517,lsDp13,5.0,FBB123
55518,HSXNFA,,
55519,vU9CDT,4.0,FFBF42
55520,0ojte1,,
55521,BK1Lrj,,
55522,WTWdR7,6.0,F8A600
55523,PJq7t3,,
55524,Vi7xNS,,
55525,21eDk7,,
55526,Fmwrkm,4.0,FFBF42
55527,lHGjPK,,
55528,WlPGik,,
55529,Bky4P0,,
55530,poFVAU,,
55531,zuQF7J,,
55532,duDLVq,,
55533,286PNm,,
55534,KY0Y97,,
55535,9584sB,,
55536,n0tD5D,,
55537,9b5cmz,,
55538,SODuBb,,
55539,zxb4ES,,
55540,wPuD0J,,
55541,vHDXFX,,
55542,bfcB7B,,
55543,at8DQQ,,
55544,2TZnTQ,,
55545,cHjo4l,,
55546,sn8fKn,,
55547,ZoOG8O,,
55548,EbD50X,,
55549,jT9mTq,,
55550,jmxYmJ,,
55551,GocQMj,,
55552,J2WqAF,,
55553,NdcirM,,
55554,BP3Svs,,
55555,8IjFvs,,
55556,2ARU5U,,
55557,9DFsJ1,,
55558,fgapaJ,,
55559,sOX1VE,,
55560,L3ozHK,,
55561,SqowpR,,
55562,q9mkJy,,
55563,fSLWTv,,
55564,H6nAFF,,
55565,WrDH8U,,
55566,Zec8az,,
55567,aiCqDm,,
55568,D38l6I,,
55569,CsqHQx,7.0,F39C00
55570,JDxHoD,,
55571,0rLnG0,,
55572,xeeXMn,,
55573,HBmhwA,3.0,FFCA5A
55574,ef9WVP,,
55575,JQfyvi,,
55576,zuvJYd,,
55577,kKc0Au,,
55578,jlyhaH,,
55579,TOGQNb,,
55580,bWL816,,
55581,kcgJcM,,
55582,KUTeOw,,
55583,c6kZoH,,
55584,ClvajC,,
55585,VsmVfp,,
55586,zWaUdL,,
55587,6L39JQ,,
55588,Vex8GJ,,
55589,ECfIEo,,
55590,kFW22v,,
55591,pAE0sg,,
55592,QwU3nL,,
55593,Xj2r9C,,
55594,IMJNxK,,
55595,Y2exHq,,
55596,noBkT6,,
55597,HYt8Rl,,
55598,C0zPjd,,
55599,HbbSUo,,
55600,3tqzuw,,
55601,ixhJ0M,,
55602,Qhxvmg,,
55603,6tSCN0,,
55604,IGNYRb,,
55605,oEDSsB,4.0,FFBF42
55606,mUMjfF,,
55607,7Q5DCL,,
55608,D3N0dL,,
55609,3zW0WO,,
55610,tmRrYQ,,
55611,pj0QFu,,
55612,W1B80w,,
55613,xsiAJM,,
55614,h3mLf8,,
55615,JNV9oZ,,
55616,phobDR,,
55617,1jKN50,,
55618,axUra2,,
55619,fKgE7B,,
55620,07OTST,,
55621,sxOZcu,,
55622,aQ4fiU,4.0,FFBF42
55623,tPzcGk,,
55624,OiPFWc,,
55625,5qjvVB,,
55626,4hwiL2,,
55627,vgGOSa,,
55628,YcQDr6,,
55629,HtFqFO,,
55630,qRcoEN,,
55631,8W7Pxu,,
55632,8ISR1b,,
55633,1SYQ5O,,
55634,csFgJ0,,
55635,Jc7iGI,,
55636,h7N6T9,,
55637,D1PIFH,,
55638,jz62i2,,
55639,Oi78vj,,
55640,za9xkk,,
55641,KmAbWk,,
55642,Mu4345,,
55643,y6JIBp,,
55644,qlO19c,,
55645,IGolp5,,
55646,Afhkz2,4.0,FFBF42
55647,tmwvzk,,
55648,08Xj7i,,
55649,UH4raL,,
55650,90qZT1,,
55651,2lV08H,,
55652,GVq4dW,3.0,FFCA5A
55653,sP5x0O,,
55654,riM8fX,,
55655,LBdOQf,,
55656,WLd5XK,,
55657,5ee0wg,,
55658,BAvyvT,,
55659,CPTLRW,,
55660,FeJzsc,,
55661,3WFUy1,,
55662,vhDxy0,,
55663,Stix2J,,
55664,GtrVHJ,,
55665,Oy7CZk,,
55666,TEehJP,,
55667,LVe8ZZ,,
55668,JANogo,,
55669,KzSL7i,,
55670,FisKC3,,
55671,XdLHAW,2.0,FFD878
55672,mF8ZMp,,
55673,z64zTY,4.0,FFBF42
55674,eHnYm9,4.0,FFBF42
55675,E1vbBz,5.0,FBB123
55676,3GhwO6,,
55677,sAxBJN,,
55678,WJJIWE,,
55679,rtYKmS,,
55680,WDogNz,,
55681,sVUHaD,4.0,FFBF42
55682,1s7dQN,,
55683,Unn1A8,,
55684,qrsmAV,,
55685,MYncos,,
55686,jBiMZh,,
55687,CqFfVa,,
55688,XLEOLq,,
55689,JiyXuD,,
55690,MqvnKA,,
55691,BASCAl,,
55692,hA0Hlk,,
55693,phcv3c,,
55694,qRAJAH,4.0,FFBF42
55695,OmwI9R,,
55696,wcVC08,,
55697,fVfSNf,,
55698,v4qnml,,
55699,kRzBwl,13.0,CB6200
55700,DJa27n,,
55701,sEXw7O,,
55702,5Ii7mw,,
55703,KJzUZm,,
55704,ETOfrC,,
55705,lKnd9V,4.0,FFBF42
55706,akojpl,,
55707,t7eTv1,,
55708,eaPW29,,
55709,cG5TyC,7.0,F39C00
55710,cytY6U,,
55711,AXcWvQ,,
55712,oEiXJV,,
55713,q2KPnf,,
55714,pugP7X,,
55715,AqAd7a,,
55716,SZBqlT,,
55717,hbPVN7,11.0,D77200
55718,Y7fmfN,,
55719,SditOI,,
55720,FdAkDN,,
55721,LdKicv,,
55722,qqffRQ,,
55723,GsESrM,13.0,CB6200
55724,OF2JXB,2.0,FFD878
55725,TXYlAI,,
55726,bjtgWL,,
55727,1WBkGd,,
55728,Mk2OJ1,,
55729,Gf5q2z,,
55730,ZocVfR,,
55731,5sCZRv,,
55732,So05N1,,
55733,VKSbMh,,
55734,O7tNIN,,
55735,L8lxb1,,
55736,wANw70,,
55737,boBBvV,,
55738,B7alL7,,
55739,jRSt03,,
55740,NTb46I,,
55741,7FO5Wk,,
55742,LYZQT3,,
55743,8DzFSc,,
55744,EiOacZ,,
55745,zRpCTT,,
55746,bmVa8K,,
55747,KcoPgD,,
55748,bCj1sS,,
55749,rfCbF0,,
55750,RaqE3G,,
55751,paBsDv,3.0,FFCA5A
55752,gdnCdH,,
55753,P0zv60,5.0,FBB123
55754,2cQusd,,
55755,lzLTZF,,
55756,KD2EUn,,
55757,kOsDtS,,
55758,baa432,,
55759,D8716b,,
55760,cxj0kd,,
55761,umidHT,,
55762,UYTi7G,,
55763,RVLbv1,,
55764,kChAaV,,
55765,c3Rvb9,,
55766,Ahr9Wv,,
55767,qqsdHr,,
55768,6sgJ1P,,
55769,nhnPtH,6.0,F8A600
55770,8BbbNg,,
55771,jKZTyu,,
55772,6ck6RE,5.0,FBB123
55773,CJ50rh,,
55774,RhxsbS,,
55775,iUYcXy,4.0,FFBF42
55776,FBGSAg,,
55777,zLbGMr,,
55778,eKTJRy,,
55779,VymCFO,,
55780,TOF8gz,,
55781,9THDde,,
55782,kf5FNu,,
55783,AWMqp7,,
55784,9pgtY6,,
55785,ivH5YC,3.0,FFCA5A
55786,O4Y9i1,,
55787,d0eIe7,,
55788,BZjIur,,
55789,FVVRqd,,
55790,QhiOZ1,,
55791,Y51JgA,,
55792,uVl082,5.0,FBB123
55793,A6NhnG,,
55794,8gKksn,,
55795,kWwAGS,,
55796,F7wWGw,3.0,FFCA5A
55797,tBvzKB,,
55798,RjvazW,,
55799,IF7sLI,,
55800,AZ1JoK,,
55801,N7OM2H,,
55802,TN21xu,,
55803,m2jGWp,,
55804,pCaNH0,,
55805,ZBizMG,,
55806,E3cUfm,,
55807,oHoDgC,,
55808,TBXjG6,,
55809,hf1Xrk,,
55810,eXY5CV,,
55811,OId4LC,,
55812,3LTEXy,,
55813,vxxLaO,,
55814,0PjboC,,
55815,AUG1eS,,
55816,mtSAFW,,
55817,07oP9L,,
55818,9FB1Jr,,
55819,3scbVF,9.0,E58500
55820,S4scxE,4.0,FFBF42
55821,NaiieU,,
55822,jvkp7g,,
55823,IfAsQz,,
55824,u8aiYb,,
55825,xny9q6,,
55826,xWZJJB,5.0,FBB123
55827,GNgzW4,,
55828,ptyMpm,,
55829,juZ05D,,
55830,9ZRIgQ,,
55831,6rUTyw,,
55832,jBDI8N,,
55833,Jhmirk,5.0,FBB123
55834,5J6lnC,,
55835,AokYY4,,
55836,tF1fgs,,
55837,JUsLaQ,3.0,FFCA5A
55838,dyxLz6,,
55839,Hc1OBg,4.0,FFBF42
55840,RYEKRH,,
55841,Q2TnY8,,
55842,pTVR3D,,
55843,WvxHbk,,
55844,kv41LJ,,
55845,dXl6EA,,
55846,pYkVxn,5.0,FBB123
55847,I58mxS,,
55848,qBPmjv,,
55849,nMIk71,,
55850,abi5Ct,,
55851,eAss4O,,
55852,MvDIjK,,
55853,LLPVy4,4.0,FFBF42
55854,XZ3llM,,
55855,rNqK5J,,
55856,OsQuHg,,
55857,VUG0ai,6.0,F8A600
55858,8fOT3z,,
55859,vSTaQI,,
55860,qXbD7K,,
55861,iKidwj,,
55862,WH8cHj,,
55863,9r8FoE,,
55864,fOEPXy,,
55865,m8TPsj,6.0,F8A600
55866,JeiKBf,,
55867,jYd6vT,,
55868,PNA3mn,,
55869,MOyvuF,,
55870,vL56xp,5.0,FBB123
55871,GKN3cK,6.0,F8A600
55872,6G3bcV,,
55873,4sxEI8,,
55874,FucA7W,,
55875,PydVWS,,
55876,YHg9jp,6.0,F8A600
55877,eQAtQe,,
55878,CQTUKA,4.0,FFBF42
55879,1y4kci,7.0,F39C00
55880,K1rK4U,,
55881,OJotNf,,
55882,b4cW8E,,
55883,9LdCxW,,
55884,FRFE85,,
55885,7v7kyx,,
55886,Snhym8,,
55887,2fgziX,,
55888,UoFWEE,,
55889,0IIYyV,,
55890,H4dlhM,,
55891,6DhFEB,10.0,DE7C00
55892,FpoIaQ,5.0,FBB123
55893,al4H3Q,,
55894,Jtz3rJ,,
55895,6l4riV,,
55896,MVSPEW,,
55897,SGo92W,,
55898,bhTT4B,,
55899,wURFd8,,
55900,PMF3eb,7.0,F39C00
55901,dn4PH2,,
55902,0aCTwk,,
55903,vFIOEh,3.0,FFCA5A
55904,OXQ1G8,,
55905,ISyXRQ,,
55906,eBPECK,,
55907,n5NgKo,,
55908,6rmaZp,,
55909,ZlG0OT,,
55910,6MGG2V,,
55911,XCr3hL,9.0,E58500
55912,ifVHRE,6.0,F8A600
55913,ojy2wY,,
55914,VzFz06,,
55915,dkglC6,,
55916,MOKkgK,,
55917,OHFZ8u,,
55918,iUXKrM,,
55919,CFEiq1,,
55920,8ZSdYG,,
55921,K0sSsS,,
55922,EGjpnX,4.0,FFBF42
55923,X3Yiue,,
55924,uZoG09,,
55925,mrX1Eg,,
55926,qdnrXK,,
55927,PDAyOx,,
55928,xQ8PM8,,
55929,jhhCB7,,
55930,srfhxc,,
55931,pBLyrJ,,
55932,lbIlEq,,
55933,z33AAh,,
55934,mCH8XB,5.0,FBB123
55935,3bVrZD,10.0,DE7C00
55936,AwsLyu,,
55937,0ymq5h,,
55938,Y1ifT2,,
55939,8zg27A,,
55940,VZFYHd,,
55941,dnG5Qr,,
55942,68s60T,,
55943,g9FjHz,,
55944,iicFUX,,
55945,7Du9tO,,
55946,WPGPiZ,,
55947,wIDcwx,,
55948,DGRmNs,,
55949,roJFrs,,
55950,RIfUAk,,
55951,IExTs5,9.0,E58500
55952,CpFWcw,,
55953,oKBrl8,,
55954,VP0vg8,,
55955,s3KSJr,,
55956,SudxAV,,
55957,voBE2z,,
55958,uQmk7j,,
55959,MyZo0I,,
55960,xZrxWJ,,
55961,6zrodR,,
55962,Rcmeki,,
55963,35lHUq,5.0,FBB123
55964,hmOjdb,,
55965,PGxPMn,,
55966,MAu1H4,,
55967,Fnx0dQ,,
55968,jgDGXl,5.0,FBB123
55969,yBNydC,,
55970,T05zvW,,
55971,DBw1Rf,,
55972,wpLiDc,,
55973,4QETWc,,
55974,ZAmhXS,,
55975,KjhohM,,
55976,Bgchw0,,
55977,aDsKiv,,
55978,nuPgZi,,
55979,IFpud3,,
55980,JiGVcS,,
55981,MCdU85,,
55982,ObgEyg,,
55983,MHMCuj,,
55984,lwH4tA,,
55985,D01n2z,,
55986,OwDLFW,,
55987,ViZAkw,,
55988,BnN0AY,,
55989,DCBYfK,,
55990,yKdk2f,,
55991,DgyZEH,,
55992,nb5h1x,,
55993,Y2cNuc,4.0,FFBF42
55994,6aIbIS,,
55995,DmdZpj,,
55996,xfCBBL,,
55997,9AgY4G,3.0,FFCA5A
55998,wTCrDR,,
55999,sY7Sso,,
56000,ocX06r,,
56001,EyaKQP,,
56002,06qpdv,,
56003,dHotdz,,
56004,JC5zrD,,
56005,kQ5KcX,,
56006,mlXKf7,,
56007,O1Cw7f,3.0,FFCA5A
56008,bj7nAk,,
56009,cVaTAt,,
56010,1dYw2U,,
56011,KbbIx8,,
56012,p08V3m,,
56013,P5zSmv,,
56014,vep2CS,5.0,FBB123
56015,8JSZuF,,
56016,zaTM2F,,
56017,msTJ3U,,
56018,9YjGOf,,
56019,iqhTY9,,
56020,pcanzT,,
56021,Li3RPZ,,
56022,Um4pzj,,
56023,QoD9Zu,,
56024,VhOdP5,,
56025,ezFPOl,,
56026,sJn11y,,
56027,kZZLZ3,,
56028,ZwCfHj,,
56029,lK6sYM,,
56030,c05QKB,,
56031,dvaqi8,,
56032,2VCptN,,
56033,prqFyV,,
56034,rQPeK4,,
56035,2PER0Q,,
56036,s3XQAI,,
56037,zLpVtu,,
56038,A0t5f1,,
56039,mTAucm,,
56040,lgVGmC,,
56041,qZjJyb,,
56042,U4fYkL,4.0,FFBF42
56043,34HLrU,,
56044,7ICwzA,,
56045,Ly2DMy,,
56046,hpEsmd,,
56047,WkDRgH,,
56048,uK3jZn,,
56049,HIyDYC,,
56050,FG0Sdw,,
56051,MMBM8R,4.0,FFBF42
56052,5n03uZ,,
56053,D5gneR,,
56054,3QDF1E,,
56055,gNXblb,,
56056,JuOzYB,,
56057,3pzQCe,,
56058,iCNsfS,,
56059,6MEyLt,,
56060,eJzWhG,3.0,FFCA5A
56061,lMhUTj,4.0,FFBF42
56062,Uiku5z,,
56063,PgksEp,4.0,FFBF42
56064,kqHRUp,,
56065,oHmvza,,
56066,GQKAof,,
56067,I9vMnw,,
56068,6Jq2aL,,
56069,5rUXAA,,
56070,ILqstE,,
56071,22rKTC,3.0,FFCA5A
56072,dyHt4Z,,
56073,zcXbpg,,
56074,gJzQKo,,
56075,pkuHa8,4.0,FFBF42
56076,oFrmyk,,
56077,hP2luL,,
56078,8kQa88,3.0,FFCA5A
56079,ChsKr5,,
56080,5XTn1G,,
56081,pCIGg7,,
56082,Ft9WAm,,
56083,hRCASE,,
56084,FR3XyG,,
56085,xURCRu,,
56086,Tg6UI0,,
56087,TJkfRO,,
56088,UZxdkc,,
56089,c0KxXq,3.0,FFCA5A
56090,v1y5GV,,
56091,nyzIZl,,
56092,5AKn8R,,
56093,mv6UM5,,
56094,Fp7XzH,,
56095,cb55J8,,
56096,Ff4bXb,,
56097,tDM3th,3.0,FFCA5A
56098,n23kR4,,
56099,pLdAq2,5.0,FBB123
56100,NAm8zr,3.0,FFCA5A
56101,h3ZNoh,,
56102,SXYoLW,,
56103,orLEiP,,
56104,h0PqOA,,
56105,bF9FKc,,
56106,XkHFYt,,
56107,s2b8LU,,
56108,zlaPOi,,
56109,dg9iZH,,
56110,xwLUUb,4.0,FFBF42
56111,9iFqiP,,
56112,WnKPja,,
56113,fxcJna,,
56114,uotJVy,3.0,FFCA5A
56115,XqEMlE,2.0,FFD878
56116,IXJtuQ,,
56117,5Ns3x4,,
56118,Ih4jlD,,
56119,wXjtqG,,
56120,oCnOIf,,
56121,VDVLHi,,
56122,3pIfbV,,
56123,2EKLUO,,
56124,ytSin7,,
56125,XiZ4OU,,
56126,Dl36n0,,
56127,tqjMxa,4.0,FFBF42
56128,Pa5ikj,,
56129,bu8J7q,6.0,F8A600
56130,WjFsAr,4.0,FFBF42
56131,l486ax,,
56132,QMDiml,,
56133,E52ZFI,,
56134,Iwb0eW,,
56135,1kTckF,3.0,FFCA5A
56136,l1WCyy,2.0,FFD878
56137,ibuWdD,4.0,FFBF42
56138,Lc7btq,,
56139,ik2K43,,
56140,Qw0H2d,4.0,FFBF42
56141,kAyzQ6,,
56142,fcoOcT,,
56143,T4sZm0,,
56144,XqRKbf,,
56145,DD98Ak,,
56146,A3jEo3,,
56147,Hg5vkP,,
56148,J3GA8c,,
56149,ROPdWe,,
56150,TFMjbA,,
56151,Eww0Jq,,
56152,1D3Qsh,,
56153,K4Vn3h,,
56154,qd4XYx,,
56155,c2vZTD,,
56156,xjtcHN,,
56157,TMIhzX,4.0,FFBF42
56158,dHae6w,,
56159,g6cXzO,,
56160,25GGEk,5.0,FBB123
56161,CPhayZ,,
56162,RKsjmT,,
56163,nzT5KT,,
56164,hKGC3r,,
56165,mfsK3f,,
56166,hTKHJV,,
56167,BWB7U4,,
56168,YZbMOg,,
56169,QMx2l8,,
56170,epS0Ak,,
56171,8zekQY,,
56172,xhkDjU,,
56173,FXURvJ,2.0,FFD878
56174,32pzbM,,
56175,iyYS4i,,
56176,YDpri9,,
56177,a5kXI5,,
56178,QVJ5j1,,
56179,FAX8CJ,,
56180,STjo0S,,
56181,gJ1qpO,,
56182,B1CQlI,,
56183,qlPIqE,,
56184,EmT8BI,,
56185,Iqs8zE,,
56186,7ERnhw,,
56187,HUv1K6,3.0,FFCA5A
56188,X7snh2,,
56189,zL8lIl,,
56190,F37N3E,,
56191,DTpwPu,,
56192,i6tGXD,,
56193,q2bEhw,,
56194,ifnO27,,
56195,9oTmp1,,
56196,8qAjU2,,
56197,lHEA26,3.0,FFCA5A
56198,Hurayj,,
56199,TlpLxI,,
56200,FKYmxN,3.0,FFCA5A
56201,NKVhA2,,
56202,Xnf2WT,,
56203,ooFYLi,,
56204,Bcnhaw,,
56205,jVoFT3,,
56206,rPF6yD,,
56207,BX7PIs,6.0,F8A600
56208,SAsJWn,,
56209,19JZI5,,
56210,Eghh8m,,
56211,bNU0bt,,
56212,KQRgDR,,
56213,NgzE8K,,
56214,z3IhOM,,
56215,DfkAoa,,
56216,a8h6sB,,
56217,tYpRzL,9.0,E58500
56218,MM7V4b,,
56219,NHBlGI,,
56220,SKAeJU,,
56221,IAP9Ye,4.0,FFBF42
56222,ctxrTP,,
56223,qSbfQP,,
56224,GBzixp,,
56225,mQKlTk,,
56226,lbHTYE,,
56227,EA26wD,,
56228,Akg0zL,,
56229,KbN3Q5,,
56230,uqTmYh,,
56231,6k7ID5,4.0,FFBF42
56232,jNqqVQ,,
56233,VFiatR,,
56234,ZOeeKC,,
56235,P0JAUr,,
56236,rO5rIy,,
56237,XRADrZ,,
56238,HWl1aU,,
56239,e1MHke,,
56240,ZFHAn3,,
56241,EiM1FL,,
56242,qSXoMZ,,
56243,G2uM1Z,,
56244,P9Ly3t,,
56245,qkVaOe,,
56246,UEUFey,,
56247,9uhivd,,
56248,msUak6,,
56249,aeNpsi,,
56250,EtdM6i,5.0,FBB123
56251,HwIxEr,,
56252,n3i4Xd,,
56253,oeDtae,,
56254,EZ7XWU,,
56255,8KBtsc,,
56256,XRR2lq,,
56257,4nBnFc,,
56258,tOLIAB,,
56259,r1DgKQ,,
56260,AIzyTh,,
56261,RpQD7l,,
56262,T9j0gK,,
56263,dzR8jo,,
56264,L3G3mA,,
56265,hrcWrZ,,
56266,QCHCm9,,
56267,0cbPiI,,
56268,FrD5TK,,
56269,MNpgF0,,
56270,aV5V61,,
56271,ReCjKE,,
56272,5wktlM,4.0,FFBF42
56273,XrOu75,,
56274,N5X45H,,
56275,NnNYi9,7.0,F39C00
56276,Wek7Ee,,
56277,v9ZWZP,,
56278,pfPfRt,,
56279,O0E4vd,,
56280,YPGJM7,,
56281,Zhumo7,,
56282,hP1UDj,,
56283,wmVZ4a,,
56284,5PaF7T,,
56285,d81UPy,,
56286,345fhf,,
56287,z72Yyy,,
56288,ioncDv,,
56289,msGLD3,,
56290,1mfafM,,
56291,pHcUL9,,
56292,parL8S,,
56293,qIoGCO,,
56294,Bgw6DV,,
56295,VvSGLe,,
56296,sbeMcz,,
56297,7CXwNi,,
56298,zNaGRX,,
56299,1cPgNF,,
56300,RXhyJL,,
56301,5jPJ6Y,,
56302,VaguXl,3.0,FFCA5A
56303,zqgNWh,,
56304,DpFTRi,,
56305,cKbEuP,,
56306,EkVPnE,,
56307,L40fR9,4.0,FFBF42
56308,4nv7Dz,,
56309,uzKtxu,,
56310,enWr9u,,
56311,7Q3vVj,2.0,FFD878
56312,a0jhuY,,
56313,rPx9Fy,,
56314,esYyE3,,
56315,eHoqSl,,
56316,zc6OSC,,
56317,hspdae,,
56318,do1ymS,,
56319,R4OtNk,,
56320,nXyiye,,
56321,Agcl7E,,
56322,kyqSJ9,,
56323,117unP,,
56324,FGwkSk,,
56325,BNc6fk,,
56326,f8nHP7,,
56327,sD5IAe,,
56328,teK47a,,
56329,LbcXSW,,
56330,U09no8,17.0,B04500
56331,hiMlS6,,
56332,MbgLL8,,
56333,MJHLvZ,,
56334,XJHxeO,,
56335,wgnz5u,,
56336,RCEaDh,,
56337,qtyJeY,,
56338,CYJBA7,,
56339,VvPgyQ,,
56340,uwDvub,,
56341,VH665j,,
56342,zoHRl9,5.0,FBB123
56343,TmbFIt,,
56344,jPIClY,,
56345,bDuquv,3.0,FFCA5A
56346,oDFtMl,,
56347,9JkdJu,,
56348,jYNZho,,
56349,RW14pY,,
56350,Bc9WN1,,
56351,uWzOXj,,
56352,QDrfos,,
56353,Ov45aH,,
56354,SLZRCO,,
56355,6AaHAs,5.0,FBB123
56356,4WjEXV,,
56357,7H2PdJ,,
56358,IIHPlp,7.0,F39C00
56359,2280Up,4.0,FFBF42
56360,1Yl4VO,2.0,FFD878
56361,EJ7TsT,,
56362,KtVDvN,,
56363,jAH0JZ,,
56364,7jPCk6,,
56365,VDnRsb,,
56366,Ct4Wy0,4.0,FFBF42
56367,c9C4x3,,
56368,WPHhPB,,
56369,ekwFEX,,
56370,S7EzLY,,
56371,SdTMAd,,
56372,wzeBsx,,
56373,meN6jh,,
56374,tk2vms,,
56375,NY6p2V,,
56376,obdHfH,,
56377,ZmUOoA,,
56378,CImuGo,,
56379,gkhtL2,,
56380,jbUXl7,,
56381,hjKKxW,,
56382,LW7vKH,,
56383,2nd6zY,,
56384,cuc2hK,,
56385,eksOAh,,
56386,RRz6e3,,
56387,l9bR2a,,
56388,oYGmOJ,4.0,FFBF42
56389,PZdDgd,,
56390,JiJ4zg,,
56391,404w1Y,,
56392,Qb0fhh,3.0,FFCA5A
56393,Nh9cbX,,
56394,QmSP2H,,
56395,Ih2ANz,,
56396,4Cwjve,,
56397,PH1GQd,,
56398,622Y3A,,
56399,Kc3o1E,,
56400,XrEVds,,
56401,r5ScMM,,
56402,KJUQ8S,,
56403,U41NWQ,12.0,CF6900
56404,MQFthA,,
56405,CT7xJN,,
56406,lF63Ap,4.0,FFBF42
56407,TjjoTF,,
56408,zlOjEt,3.0,FFCA5A
56409,jmBfQi,,
56410,VTU7F7,4.0,FFBF42
56411,IjfLga,,
56412,exlTlP,,
56413,j2BmFx,,
56414,BbbsYT,,
56415,HvK62p,,
56416,I7TrfA,,
56417,jIq17t,,
56418,fqdm1z,,
56419,TnXX7h,,
56420,Y0joH0,24.0,821E00
56421,HdjZM5,3.0,FFCA5A
56422,sPiqXh,,
56423,wcm0uP,4.0,FFBF42
56424,wbKeeH,6.0,F8A600
56425,gM8osh,,
56426,P1hxNl,,
56427,U6nfbc,,
56428,5d8nci,,
56429,UXbHMI,,
56430,ffU9II,,
56431,x7yxAE,,
56432,pLbt9Q,,
56433,y6peJl,,
56434,JC3QTz,,
56435,w2vbah,,
56436,WiXpt6,,
56437,F6wNOI,,
56438,WDWZn6,,
56439,vkXtrk,,
56440,X6vEBc,,
56441,A9xAuf,,
56442,EaGnBj,,
56443,2Pkn8M,,
56444,CDZ72q,,
56445,aYtDkT,,
56446,je6RN6,,
56447,L0uz4S,,
56448,gOyy1j,,
56449,4oQBfJ,,
56450,5ovCvP,,
56451,LN57lF,,
56452,bNSivH,,
56453,NLDjRn,,
56454,PMS1V2,,
56455,1gApeT,,
56456,GKA5lt,,
56457,gwrexN,,
56458,mBaNw2,,
56459,SEDX79,,
56460,QbZbCr,,
56461,HSGYKt,5.0,FBB123
56462,mW4upe,,
56463,U7aqdp,,
56464,MZZWAT,9.0,E58500
56465,jU4mc2,,
56466,IwqXsB,,
56467,SHJDTq,,
56468,eBnsCa,3.0,FFCA5A
56469,WNZWEm,,
56470,7GYcsb,,
56471,hJ6wOc,,
56472,EP21ha,,
56473,udqEBe,,
56474,vOrXvf,,
56475,vk4772,,
56476,mL6yFm,,
56477,6hWgHi,,
56478,fAeZM7,,
56479,hI9MtC,,
56480,mI1Ht5,,
56481,ksPYM6,,
56482,Hcxg0U,,
56483,OIBqxi,,
56484,HyCoZ5,22.0,8E2900
56485,gaGIt6,12.0,CF6900
56486,Uiol9p,,
56487,roGgUe,,
56488,DEMEtp,,
56489,u3rzlx,,
56490,w1l4Eq,12.0,CF6900
56491,16Qqlp,,
56492,7UepCO,,
56493,E2uSO1,,
56494,7qngCZ,11.0,D77200
56495,k7PWIh,,
56496,bdsiGA,,
56497,z4ilxs,,
